tweet_id,brand,text,intent
2984281,Ask_WellsFargo,@116827 I want to contest and get back the fee you charged to cash a check drafted on an acct. from your bank. I went out of my way to go to a branch to cash a check drafted from an account from your bank and I’m outraged I was charged a fee. #wrong #smh #wellsFargo #shady,billing_payment_dispute
791396,CenturyLinkHelp,How to recover Centurylink mail password? https://t.co/gb3jqbD98U via @126972,account_access_security
2263992,Delta,@Delta thanks for running my weekend 🤬🤬🤬🤬🤬🤬,feedback_praise_resolution
1546061,Uber_Support,"Hi @115873, I’m dissapointed that I was charged double for two trips I took this evening. Looking to get this problem solved, thanks.",billing_payment_dispute
9754,UPSHelp,"@UPSHelp package tracks as delivered, but did not receive. Need for school project! 1ZR5427A0294522617",order_delivery_issue
994,comcastcares,wow when you want to watch the world series and @115900 decides to have an outage!!!!,service_outage_connectivity
2986993,Ask_Spectrum,Anybody in Waco dealing with an @Ask_Spectrum internet outage?,service_outage_connectivity
1550954,MicrosoftHelps,@MicrosoftHelps No error messages. It simply just goes back to the sign in after I sign in. I dm you a video of what happens.,account_access_security
2266593,Uber_Support,Uber Fraud Part 2: I was refunded for the first set of unauthed transactions but he/she/they somehow regained access and now charged $198.14. Any help is appreciated? @115873 @1582 https://t.co/YagskLgnwJ,billing_payment_dispute
1544302,AmericanAir,@AmericanAir just wanted to say thank you to Sophia on AA5238. Best service in First Class ever.,feedback_praise_resolution
1544863,AppleSupport,My battery keeps draining 5% at a time 😫... Wtf @115858?,technical_hardware_software_bug
9674,AdobeCare,"@AdobeCare Already done, thank you so much.",feedback_praise_resolution
791493,AmazonHelp,Amzon delivery refuse to pik the exchange mobile from me. He told me that lenovo k3 note & lenovo k50a40 are not same. @AmazonHelp,order_delivery_issue
2266746,AppleSupport,@AppleSupport Watch OS 4 and iOS 11.0.3,technical_hardware_software_bug
2265178,comcastcares,@116136 worst customer service and company ever. I have an issue on my line and first guy tells me to buy a new modem. I call the modem company and I find out there is an issue on the line. I call Comcast back to send someone to check my line. No one comes. The worst company,complaint_poor_service
1548374,AmazonHelp,@AmazonHelp Thank you.. but the link which you sent is not working,feedback_praise_resolution
2267173,AlaskaAir,@AlaskaAir thanks for the nice ride to #maui today on 861 #iFlyAlaska https://t.co/q1gH9vEcdG,feedback_praise_resolution
791474,VirginTrains,"@VirginTrains thanks to BT for poking customer service yesterday for my delayed delay repay, all sorted now. #thanksWhereItsDue",flight_travel_disruption
1544310,ArgosHelpers,"@ArgosHelpers OK, Thank you :)",feedback_praise_resolution
1548274,SouthwestAir,@SouthwestAir Flight 363 to SFO is still stuck in PHX. We're doing roll call on the plane for the 4th time in an hour. Please get us going.,flight_travel_disruption
9057,VirginAmerica,@117617 Thank you Tristan and do you please mind specifying which flight this request is for?,feedback_praise_resolution
2263944,Delta,@Delta We were supposed to be boarding at 9:55 PM.,flight_travel_disruption
10478,VerizonSupport,@115722 Yes but I tried/failed too many times so now I am locked out,account_access_security
2264066,XboxSupport,@XboxSupport Yes. I can use the remote feature as normal but when I click on a text box on screen it just brings up the on screen keyboard and not the in app keyboard,technical_hardware_software_bug
1545210,AppleSupport,@AppleSupport hey guys. Have the iPhone X on ATT it doesn't even show me the activation menu. just goes right to the setup as new or restore,account_access_security
2986584,O2,"1/2 Wow, absolutely blown away by @O2 Customer service! Have 2 contracts with them, apparently I can't upgrade due to an error on their part when they disconnected me by mistake! Also they have over charged me by £75 this month and I apparently...",billing_payment_dispute
791084,British_Airways,@British_Airways We're on now but it was a very long wait for a packed flight that we've just heard will be leaving late. Thanks for replying though.,feedback_praise_resolution
1551343,AppleSupport,@AppleSupport why can’t I download a song on my iPad. What is going on with this crappy update!,technical_hardware_software_bug
1549433,AmazonHelp,Amazon Prime Release Date Fail - https://t.co/ss4PPmq2oo @AmazonHelp @117795 @115821 @9659 @115766 #CallofdutyWW2 #fail https://t.co/cWyTvKyKRt,product_inquiry_availability
2452,Uber_Support,"@115873 @Uber_Support 
My wife account got charged w 2 uber eats orders we never placed.
Called help number, and after 20 min hold, all we were told had to email uber help
Seriously?",billing_payment_dispute
1708,AmazonHelp,"@115821 being charged for amazon prime & when I go to cancel it, it’s saying I’m not a member😠😠😠",billing_payment_dispute
3163,Uber_Support,"Uber driver drove me to wrong location, makes me get out anyway and @115873 won't provide a proper refund 🙃🙃🙃 #Delete #Fail Sup @115879 😘😘😘",order_delivery_issue
4821,Ask_WellsFargo,@Ask_WellsFargo is there an SMS outage? I have been unable to log into my account due to 2FA (text) and unable to do text banking. Thanks.,account_access_security
1551402,Uber_Support,"Just so you know, your @115873 driver can cancel your drive and charge you and then no one will answer when your call",order_delivery_issue
2980528,UPSHelp,"So. @124423 did a GREAT job of rushing me new pair of @822047 after mine broke in Little Rock on Sat.

But. Then @115817 hit me with a “delivery delayed” notice. 😕

Hey @UPSHelp, is it too late to re-route delivery since I’ll be traveling? LMK ... #FightForGoodTour https://t.co/BmEizwjY6m",order_delivery_issue
2985890,Ask_Spectrum,"Cool. My @Ask_Spectrum internet is down and a tech can't get here until WEDNESDAY. Awesome. Legit goes out every other night, I hate this.",service_outage_connectivity
786900,Tesco,@Tesco Aaaaa brilliant that's a massive help 😃 thank you,feedback_praise_resolution
2980170,AskCiti,"@AskCiti I was charged a late fee with no warning, after having this account for almost 10 years of on-time payments. I will be closing my account if this fee can’t be reversed.",billing_payment_dispute
5955,AirAsiaSupport,@AirAsiaSupport Your airline the worst and horrible customer service 🙅🏽🙅🏽🙅🏽,complaint_poor_service
2269702,Uber_Support,My @115873 driver raped me and stole my keys to my house,order_delivery_issue
7045,SouthwestAir,"Also @SouthwestAir has the worst terminal at SD airport. You’d think if they can never be on time, they’d fill their terminal w cool shit.",flight_travel_disruption
2984932,UPSHelp,Thanks for nothing @115817 @UPSHelp I have a package being delivered that requires a signature so you asked me to be available for a 4hr time frame. I was available but your shipment never made it. I appreciate your reliable shipping...,feedback_praise_resolution
1548160,ArgosHelpers,"@ArgosHelpers @470883 What can be done? It's obvious that Argos don't deliver game's on the release date, disappointing a lot of people,I won't be ordering again",product_inquiry_availability
2269185,AmazonHelp,@AmazonHelp dear Amazon either #refund #money in 24hrs or I have to file an #FIR,subscription_cancellation_refund
2980544,UPSHelp,@UPSHelp can you help me find my package! My tracking info says delivered but it was not! Help!!,order_delivery_issue
2269518,Uber_Support,@Uber_Support your driver was just rude and abusive! who do I speak to?,order_delivery_issue
2763,Tesco,@Tesco I managed to checkout thank you luckily didn't loose me space 😂,feedback_praise_resolution
2266338,Ask_Spectrum,@Ask_Spectrum is there a planned outage in the Eau Claire WI area?? no phone/cable/internet...,service_outage_connectivity
2270378,LondonMidland,@LondonMidland Why should I pay twice? You should provide a service at the station for this instead of empty kiosk. How long is the wait to get a refund? https://t.co/7bJYuBrfAX,subscription_cancellation_refund
2983467,UPSHelp,"@115817 @115075 I paid for Next day shipping because my deadline was Nov 28th. It cost me $58.14 and it didn't arrive until today! A DAY LATE!!!! Not only did I miss my deadline, I waited on hold for Customer Service for 35 mins",complaint_poor_service
2984344,CoxHelp,@116021 has the worst customer service and one employee committed fraud. I will get to the bottom of this,complaint_poor_service
2271190,Delta,"@Delta I am a Gold medallion member. I recently travelled to India from US and I requested the agent if any complimentary upgrades were available for gold medallion member, because there were 11 first class seats free during boarding.",flight_travel_disruption
1550175,AppleSupport,@AppleSupport please assist in resetting password. This is ridiculous,account_access_security
1544450,AmericanAir,@AmericanAir Really want to help? Refund the money we had to pay for terrible airplane food,subscription_cancellation_refund
785178,Uber_Support,Uber driver was getting food after confirming so I cancelled. Cancellation took ages to go through. Still got charged £4. Thanks @115873 🙄 https://t.co/plGbNVxyKv,order_delivery_issue
11120,AppleSupport,"@AppleSupport 6 plus, idk what iOS version.. and it was the rear facing camera",technical_hardware_software_bug
8213,SouthwestAir,@SouthwestAir Nope. 6 hours later and I'm still on standby. Trying not to cry in the airport.,flight_travel_disruption
2982348,AirAsiaSupport,"@AirAsiaSupport hi, I sent a DM regarding my flight to Bali 12 hours ago and still haven't gotten a reply and neither have I been able to connect to your livechat support.",flight_travel_disruption
3317,sainsburys,"@sainsburys Ok will do, thank you!",feedback_praise_resolution
2981405,nationalrailenq,@nationalrailenq could you confirm if there will be any train services running tomorrow from Llanelli to Swansea thank you,feedback_praise_resolution
2266565,Uber_Support,@Uber_Support you charged me 5 bucks for a no show when it was the driver who didn't show and then cancelled the trip when I tried calling,billing_payment_dispute
2266370,ATVIAssist,@115765 I know we've been pecking your head and this isnt going to help but when you melee hit someone it should stun them instead of them being able to shoot please and thank you xx,feedback_praise_resolution
2985162,Ask_Spectrum,"@Ask_Spectrum another outage in Washington Heights (upper Manhattan). Awesome service, folks!",service_outage_connectivity
1551362,AppleSupport,When @115858 has yet to fix their stupid ass glitch and you’re stuck using “eye” to refer to one’s self. #WhatTheEntireFuck #BloodyHell https://t.co/oLcFGDRqmJ,technical_hardware_software_bug
2984051,SouthwestAir,Think the pilot may have been offended when I complimented him on his nice pilot costume when we were boarding? 👩‍✈️ 🤔 @SouthwestAir,flight_travel_disruption
1551811,AppleSupport,@AppleSupport is there a way to run a remote battery diagnostic on my iPhone 6s Plus?,technical_hardware_software_bug
2987035,Ask_Spectrum,@Ask_Spectrum is there an outage in Waco texas?,service_outage_connectivity
2981960,Uber_Support,Cancelled an .@115873 cos it was 15 mins away and there were other ones nearby. So they charged me a fee and gave me one 20 mins away 😂,billing_payment_dispute
786045,O2,"Hey @o2, if i have a third day of no signal today, somehow, I’m getting revenge. You don’t even give money back for uninterrupted service!",service_outage_connectivity
2980124,Ask_WellsFargo,".@116827 to save money after having to settle with consumers for your bad behavior, you have fired customer call reps making my experience as a customer a nightmare. I have tried to call you THREE times & been on hold for 30 mins each time. You do not deserve my business.",complaint_poor_service
784384,Delta,@Delta Thanks! Looking forward to the flight. Have just settled in 😄👍 Feeling comfy!,flight_travel_disruption
2266752,AppleSupport,@AppleSupport @AppleSupport hopefully you get you things in order Apple with future updates. Annoyed was not the word when I was in hospital without any battery on my iPhone . I feel like I have to carry a battery charger around with me like the 1980s. Will this be the IPhone 9 ? 😂😂😂 https://t.co/THUUoAGPWU,technical_hardware_software_bug
2266120,AppleSupport,@115858 @AppleSupport @46228 I️ would like to use the letter “I️” in posts and messages by apparently I️ am unable to type anything other than I️. I️ even tried to trick it and write I️ but this bug is smarter than me. Do you see the problem I️ am speaking of?,technical_hardware_software_bug
1544253,TMobileHelp,@UPSHelp @115911 @115858 And you obviously didn’t staff your call centers for the completely predictable volume increase because I was on hold for a damn hour.,complaint_poor_service
791,Delta,@Delta I checked daily and flight 1403 was never offered as an option as I most certainly would have made the adjust on my trip.,flight_travel_disruption
2263754,MicrosoftHelps,"@MicrosoftHelps Good news @MicrosoftHelps, the redirect is gone and I can login successfully. Thanks for the assist!",feedback_praise_resolution
821,Delta,"@Delta OK it was not a full flight, #equipment change had nothing to do with comfort class, no #disabilities (and a handling agent telling #customer #care would take care of us) So please non of these as an excuse! I’ll retwitter your reply! Thanks",flight_travel_disruption
787285,Ask_Spectrum,"@Ask_Spectrum @307799 Till 8 AM?

Do you guys have no respect for your customers?
Throttle me all day and drop the internet every other day, now an 8 hour outage?",service_outage_connectivity
348,AirAsiaSupport,"Lost your booking number? No worries, just drop me the passenger's name, flight details and email. I'll trace it and email u in no time :)",flight_travel_disruption
1546700,AppleSupport,This macOS high sierra update is stressing me out. All night this shit didn’t install. Help @AppleSupport,technical_hardware_software_bug
2263747,CoxHelp,@CoxHelp my internet has been down 12 hours. Had an ETA of 1:40 pm now nothing. Please help. Thanks.,service_outage_connectivity
1689,UPSHelp,"@UPSHelp Nope, I’ve got my package thanks",order_delivery_issue
2264310,AmericanAir,Hi @AmericanAir I'm on your plane for just 20 minutes and it has already been an unpleasant flight. Do you teach rudeness to your crew?,flight_travel_disruption
2267844,VirginTrains,When you’ve paid the right fare and are in the right seat but terrified of the @VirginTrains conductor #soundsscary #longlistofrules,billing_payment_dispute
4550,XboxSupport,@116780 #XboxHelp this has to be reported to Gears of war. The update and do the server fix,technical_hardware_software_bug
2269890,AppleSupport,@AppleSupport Yes I have to restart my 7plus at least once a day to fix the freezing keyboard issue. It was fine before the 11.1 update...,technical_hardware_software_bug
791581,AppleSupport,Apple lanza iOS 11.0.3 solucionando fallos en el iPhone 7 y 6s https://t.co/HJhJSkj286 https://t.co/vpAeHTAk7L,technical_hardware_software_bug
788712,Uber_Support,@Uber_Support I will be charged if I will cancel my trip.the driver shoild not accept it if he is far and still completing a ride.,billing_payment_dispute
7935,ArgosHelpers,@116245 falsely advertising same day delivery would like a refund please,order_delivery_issue
1548584,XboxSupport,@XboxSupport fix the home screen on the Xbox one. I can’t even leave my party. The tabs are messed up. It won’t let me scroll past LFG,technical_hardware_software_bug
2773,Tesco,@Tesco I spoke to a check-out guy who said he worked in stock and he said something about freezers being broken. But that’s not good enough.,product_inquiry_availability
1547036,Uber_Support,So @Uber_Support @115873 please tell me why I am being charged a cancellation fee when the driver cancelled on me?! Please refund!,billing_payment_dispute
2269716,Uber_Support,"@Uber_Support my friend left his phone in our ride last night but because he booked it and I was only the fare splitter, the app won’t give me the option to say that we lost an item. Please help!",billing_payment_dispute
2987805,SouthwestAir,"@SouthwestAir I paid for early bird, but got boarding group B. This is a huge bummer, since I paid to ensure I'm in group A. Any help here?",flight_travel_disruption
1550077,SouthwestAir,"@SouthwestAir has the BEST employees. Everyone from flight attendants, to the agents, to the pilots ❤️❤️",flight_travel_disruption
1548721,AskeBay,@AskPayPal @AskeBay why do I have to add a new bank connection/credit card when trying to complete the eBay PLUS trial activation via PayPal?,account_access_security
790977,AskLyft,@AskLyft Please assist me with a Lyft Flat Fare pass for the Washington DC Metro area. My email is __email__. Thank you.,billing_payment_dispute
789772,Delta,@Delta so in first class is it your practice for flight attd to walk past the black ppl to serve the white ppl then come back to me?,flight_travel_disruption
2264177,AmericanAir,"@AmericanAir I just arrived to Mexico City on flight 2417 and my suitcase is missing, they said if tomorrow arrives it will be sent to my personal address, but I don't live in Mexico City",flight_travel_disruption
2983089,UPSHelp,The best package deal @115817 @115821 #Halloween2017 https://t.co/ePqxWmI7NA,order_delivery_issue
3226,Delta,@Delta Thx for reply. Understand the concern for safety. Otherwise great flight appreciate getting us home safe during very busy holiday weekend.,flight_travel_disruption
2984688,Uber_Support,What the heck is this? @119983 @115873 neihter picked me up nor i reported for cancellation. Why i charged cancellation fee. He didnt come to my pick up place. https://t.co/yDVJyO4m52,billing_payment_dispute
3240,Delta,@Delta Thank you.,feedback_praise_resolution
2266549,Uber_Support,@Uber_Support When I booked the cab it was showing ₹74 but when we were on our way I got a message that fare will be higher than expected. Why did it happen? Why are you duping your customers? #Uber #India #Delhi,billing_payment_dispute
2269741,Uber_Support,@Uber_Support 75happhour promo code is not working .. I try many times,billing_payment_dispute
2987009,Ask_Spectrum,Love having no internet when I'm trying to work on homework that I back up to a cloud drive. Thanks @115955! You're crap!,service_outage_connectivity
2986997,Ask_Spectrum,"@Ask_Spectrum Your internet is acting up again for the thousandth time... 😪 I have 100 down, it shouldnt take 25 minutes to download a 782.6 MB update. https://t.co/MNpxFUA3OY",service_outage_connectivity
2270172,UPSHelp,"@UPSHelp I’ve got a delivery due for tomorrow but it’s not updated on tracking, help???",order_delivery_issue
2265626,AmazonHelp,"@AmazonHelp This is happening for the second time. The contact details provided of the delivery agent is ""either switched off or is not reachable""",order_delivery_issue
785851,Uber_Support,@Uber_Support dear Uber on 10/6 and twice on 10/7 I was charged $5.99 for trips I haven’t taken. Please reimburse me for those 3 charges. TY,billing_payment_dispute
2983087,UPSHelp,@UPSHelp why is my @115817 package in my city but held for future delivery? It was supposed to be here yesterday orig,order_delivery_issue
1551599,JetBlue,@JetBlue Thank you!,feedback_praise_resolution
2987647,SouthwestAir,@SouthwestAir You guys did great in handling it!!! Thank you,feedback_praise_resolution
11367,AskPlayStation,"@AskPlayStation I used my credit card yesterday just fine, today it says my card isnt valid. Tried using another cc and PayPal. Fix for bug?",technical_hardware_software_bug
1544088,AppleSupport,@115858 please fix this update! My phone is acting crazy! #nothappy #notupgradingmyphone2X,technical_hardware_software_bug
2982268,AskLyft,WTF @115879 I'm waiting outside in the cold for my lyft driver who never showed up then I get charged a no show fee?! I'm the ONLY person here!! 😠 He was NOWHERE IN SIGHT!!!! https://t.co/1RU9ETLKFg,billing_payment_dispute
1545577,AskPlayStation,@AskPlayStation @478664 Is Minecraft getting the together forever update?,technical_hardware_software_bug
786325,Morrisons,"Oh dear @Morrisons, you're not having much luck with me lately. This time charged me for 3 bags of multipack Wotsits, but I only bought 1.",billing_payment_dispute
2983459,UPSHelp,My package was supposed to be delivered today it’s almost 8pm.... @115817.,order_delivery_issue
1546814,AppleSupport,"@AppleSupport, why does the brightness on my iPad keep changing on its own whether it’s in use or not since the latest update? This is annoying AS FUCK.",technical_hardware_software_bug
3302,Ask_Spectrum,@Ask_Spectrum Thank you,feedback_praise_resolution
784744,AmazonHelp,@115850 @AmazonHelp @115821 EVEN aftr 3ice escalation 4 Order #404-0175926-6727564 through chat call the order was not delivered by 1pm,order_delivery_issue
785487,AmazonHelp,MRP Rs 190 on box. @115850 @amazonhelp displayed INR 250 on site charged INR 192 on delivery!!!. What a way to #fraud customer! @115851,order_delivery_issue
2986417,Delta,I travel with great frequency for both work and pleasure and find @Delta airlines has the worst customer service around. I'm so disgusted!,complaint_poor_service
2432,Uber_Support,.@115877’s surge pricing is ridiculous. I literally just ordered the exact same food from @425 on @154 for $13 less. 🙄,billing_payment_dispute
2265107,comcastcares,"@115900 prism PRISON the WORST customer service, or lack thereof, ON EARTH!! House sitting and trying to work this remote and the actually speak to somebody- what a joke! My MBA did not prepare me for this!",complaint_poor_service
2269966,AppleSupport,"Pro tip for @115858 - if you’re going to update everyone’s iPhone software at once, make sure you consider people still buying the older models. 

The upgrades shouldn’t turn the iPhone 7 into a paperweight.",technical_hardware_software_bug
2267722,Delta,@Delta @659995 Yeah your DMs suck I won't use your asses can't even get a simple mileage account fixed and am to believe your going to fix her luggage problem when you screwed up to begin with,flight_travel_disruption
788617,SpotifyCares,"@SpotifyCares Now that I've timestamped this, I can let you know if/when it happens. I did just install an update!",technical_hardware_software_bug
2987254,AmazonHelp,"@115850 Worst Service EVER by Amazon
I ordered Mobile charger of minimum amount I cancelled order bcoz it was taking too much time,Now they are telling it will take 14 days to sort out issue and refund money in amazon pay balance. @118702",subscription_cancellation_refund
2265587,AmazonHelp,@AmazonHelp Thank you! I've submitted the my information.,feedback_praise_resolution
2987780,AmericanAir,@AmericanAir Thanks. Looks like a lot of mistakes in @116125 at this time. Same as LH 410. isn’t diverted to LGA,flight_travel_disruption
792368,O2,@O2 No help there. I can see the mast but there is still no signal. AFTER 5 MONTHS! Please tell me date signal will happen.,service_outage_connectivity
787028,ArgosHelpers,"@116245 Yay sneaky Price increases, more out of stock being added. ready for Black Friday reductions. Sorry to be skeptical.",product_inquiry_availability
2981740,Ask_Spectrum,Yet another internet outage courtesy of @1625 @144736. Third time this month! What am I paying for?,service_outage_connectivity
786209,AmericanAir,Shoutout to the @AmericanAir employee who just checked a dozen bags for free since it was all donated supplies for Haiti! 🙌,feedback_praise_resolution
1551161,XboxSupport,"@XboxSupport at this point I want a refund and have lost faith in Xbox as a whole , there is never a day where there isn't a sever issue SMH",subscription_cancellation_refund
787431,AppleSupport,"@AppleSupport It’s the 7 model. Sometimes my phone will freeze completely for a minute or two. My speaker won’t work on calls, I can never change my music from the lock screen or control center.",technical_hardware_software_bug
2984965,DoorDash_Help,Thanks for refunding a whole $4 of my >$40 order @116584. How about refunding all your absurd fees since you didn't do your job?,feedback_praise_resolution
